duration_samples,duration_time,mean_velocity,std_velocity,mean_acceleration,mean_jerk,blink_count,blink_rate,participant_id,trial_number,condition,trial_type,file_path,gaze_entropy
7450,46.543963,2.1183610424772166,1.5296663144613076,0.00043822800815531294,6.622814198515546e-05,0,0.0,029,2,Unknown,first,first trials/029_2.csv,4.117957592741264
7450,46.543963,2.1183610424772166,1.5296663144613076,0.00043822800815531294,6.622814198515546e-05,0,0.0,029,2,Unknown,first,first trials/029_2.csv,4.229492149158589
40800,255.179596,3.0875060732383623,1.681901042832359,6.200550921359973e-05,-2.445610993191503e-06,0,0.0,016,0,Unknown,first,first trials/016_0.csv,4.67025582102996
40800,255.179596,3.0875060732383623,1.681901042832359,6.200550921359973e-05,-2.445610993191503e-06,0,0.0,016,0,Unknown,first,first trials/016_0.csv,4.563921536332865
40800,256.083534,2.315275001166719,1.5558689734904798,2.675012980357636e-05,-6.952909867161491e-05,2297,0.056299019607843136,053,0,Unknown,first,first trials/053_0.csv,5.081766169258051
33920,212.55913,1.5084561219996115,1.000382689555984,8.163829563653304e-05,1.5434528312416514e-05,1505,0.044369103773584904,032,1,Unknown,first,first trials/032_1.csv,4.487130614097664
33920,212.55913,1.5084561219996115,1.000382689555984,8.163829563653304e-05,1.5434528312416514e-05,1505,0.044369103773584904,032,1,Unknown,first,first trials/032_1.csv,4.898094446635655
40800,255.159053,2.3839500639221622,1.4562833305715024,5.219127229691747e-05,1.0188662132667077e-07,1337,0.032769607843137254,051,2,Unknown,first,first trials/051_2.csv,4.294917862561126
33920,212.10558,2.5298668783215907,1.5031283580433037,3.39942095284441e-05,-0.0001343004006050122,1123,0.033107311320754715,051,3,Unknown,first,first trials/051_3.csv,5.078810657452928
40800,256.183537,1.4870193098218298,0.9654317275697454,3.1426774547722265e-05,2.4243032387547645e-05,1876,0.04598039215686275,032,0,Unknown,first,first trials/032_0.csv,4.266644792982849
40800,256.183537,1.4870193098218298,0.9654317275697454,3.1426774547722265e-05,2.4243032387547645e-05,1876,0.04598039215686275,032,0,Unknown,first,first trials/032_0.csv,4.580795704126238
33920,212.009155,4.140422867319774,2.679874262903537,8.25146776527572e-05,-0.00011089315320938741,0,0.0,016,1,Unknown,first,first trials/016_1.csv,4.8172012701846665
33920,212.009155,4.140422867319774,2.679874262903537,8.25146776527572e-05,-0.00011089315320938741,0,0.0,016,1,Unknown,first,first trials/016_1.csv,5.281526492997307
33920,212.508733,2.49090373186659,1.7769793571410453,8.467897424252749e-05,-1.5133385268268281e-05,1957,0.057694575471698116,053,1,Unknown,first,first trials/053_1.csv,5.391843674006971
40800,255.481211,1.9142744737851685,1.3495975935243305,3.340505073632147e-05,-5.1945451851490895e-06,1826,0.04475490196078431,048,2,Unknown,first,first trials/048_2.csv,5.180465194150572
40800,255.481211,1.9142744737851685,1.3495975935243305,3.340505073632147e-05,-5.1945451851490895e-06,1826,0.04475490196078431,048,2,Unknown,first,first trials/048_2.csv,5.088830278295861
33819,211.48758,2.161494598304412,2.2209901578974964,6.479765802848407e-05,-8.962369399966033e-06,0,0.0,029,3,Unknown,first,first trials/029_3.csv,3.895028212822001
33819,211.48758,2.161494598304412,2.2209901578974964,6.479765802848407e-05,-8.962369399966033e-06,0,0.0,029,3,Unknown,first,first trials/029_3.csv,4.749197839614177
33895,212.347056,1.694139212519743,1.6782743080978932,2.9143804571404138e-05,-6.382406294242131e-06,0,0.0,029,1,Unknown,first,first trials/029_1.csv,4.339288251256567
33895,212.347056,1.694139212519743,1.6782743080978932,2.9143804571404138e-05,-6.382406294242131e-06,0,0.0,029,1,Unknown,first,first trials/029_1.csv,4.811651953610079
7458,46.573715,1.7796568277000058,1.3576282702999805,0.0004495052713191641,0.00021294014284808558,304,0.04076159828372218,048,0,Unknown,first,first trials/048_0.csv,4.367185271863437
7458,46.573715,1.7796568277000058,1.3576282702999805,0.0004495052713191641,0.00021294014284808558,304,0.04076159828372218,048,0,Unknown,first,first trials/048_0.csv,3.9959863276719068
33920,213.254477,1.637179884983366,0.9665380406377523,3.269274593557709e-05,-2.2632599204156795e-05,24,0.0007075471698113207,016,3,Unknown,first,first trials/016_3.csv,5.474684178426924
33920,213.254477,1.637179884983366,0.9665380406377523,3.269274593557709e-05,-2.2632599204156795e-05,24,0.0007075471698113207,016,3,Unknown,first,first trials/016_3.csv,5.348213164656697
33920,212.431048,2.45949300574097,1.5607023162364104,9.134441619610397e-05,1.0256357072406832e-05,1148,0.03384433962264151,051,1,Unknown,first,first trials/051_1.csv,4.957131662690274
40800,255.398628,1.6048293211810112,1.1248699593409277,2.7118974472931503e-05,-1.3300532733676449e-05,1961,0.04806372549019608,032,2,Unknown,first,first trials/032_2.csv,4.414925793509275
40800,255.398628,1.6048293211810112,1.1248699593409277,2.7118974472931503e-05,-1.3300532733676449e-05,1961,0.04806372549019608,032,2,Unknown,first,first trials/032_2.csv,4.606556603276484
33920,213.286774,1.6337572247370575,1.3214505739454905,3.2062380385158795e-05,1.1304361662472367e-05,1548,0.045636792452830185,032,3,Unknown,first,first trials/032_3.csv,3.5959325983246764
33920,213.286774,1.6337572247370575,1.3214505739454905,3.2062380385158795e-05,1.1304361662472367e-05,1548,0.045636792452830185,032,3,Unknown,first,first trials/032_3.csv,4.9365261194188585
40800,255.568834,2.321948015607862,1.394975045744457,0.00012350690027492121,-1.856994953024291e-05,1428,0.035,051,0,Unknown,first,first trials/051_0.csv,4.785447705945831
40800,256.23743,1.5669139967805512,0.947246067796146,3.457346396719454e-05,-2.4195804228024646e-06,33,0.0008088235294117647,016,2,Unknown,first,first trials/016_2.csv,4.165967272631198
40800,256.23743,1.5669139967805512,0.947246067796146,3.457346396719454e-05,-2.4195804228024646e-06,33,0.0008088235294117647,016,2,Unknown,first,first trials/016_2.csv,4.6864666689261805
33920,212.32478,1.8685730285936089,1.3055222613065192,9.658772295865418e-05,3.6404378900817384e-05,1487,0.04383844339622642,048,1,Unknown,first,first trials/048_1.csv,5.423561936400674
33920,212.32478,1.8685730285936089,1.3055222613065192,9.658772295865418e-05,3.6404378900817384e-05,1487,0.04383844339622642,048,1,Unknown,first,first trials/048_1.csv,5.152258499488643
40792,255.77896,1.9523001574395034,1.8168301524616868,3.153590468827131e-05,7.264551367525333e-06,0,0.0,029,0,Unknown,first,first trials/029_0.csv,3.745977921093255
40792,255.77896,1.9523001574395034,1.8168301524616868,3.153590468827131e-05,7.264551367525333e-06,0,0.0,029,0,Unknown,first,first trials/029_0.csv,4.740578707056064
33920,212.184025,1.7244077694269124,1.2159633135515198,3.384943942188542e-05,-1.0903346252443574e-05,0,0.0,034,1,Unknown,first,first trials/034_1.csv,4.571878700914942
33920,212.296455,1.7583826399675127,1.0582153542776755,5.604365694105959e-05,2.0772620928382466e-05,0,0.0,071,1,Unknown,first,first trials/071_1.csv,5.252274146408174
33920,212.296455,1.7583826399675127,1.0582153542776755,5.604365694105959e-05,2.0772620928382466e-05,0,0.0,071,1,Unknown,first,first trials/071_1.csv,5.181282205342358
40800,255.734441,2.412725730082138,1.6328814625224657,9.75867684188873e-05,4.853670978355641e-05,390,0.009558823529411765,057,2,Unknown,first,first trials/057_2.csv,4.418374862194287
40800,255.734441,2.412725730082138,1.6328814625224657,9.75867684188873e-05,4.853670978355641e-05,390,0.009558823529411765,057,2,Unknown,first,first trials/057_2.csv,4.951495700140995
33920,213.426321,1.6869672574676866,1.096940171720717,3.9094529205230055e-05,-5.674901880620254e-05,457,0.013472877358490567,036,3,Unknown,first,first trials/036_3.csv,5.204405051750617
33920,213.426321,1.6869672574676866,1.096940171720717,3.9094529205230055e-05,-5.674901880620254e-05,457,0.013472877358490567,036,3,Unknown,first,first trials/036_3.csv,5.122307430115683
33912,212.776135,2.489582305430323,1.4648222863686386,6.037590474985757e-05,-6.197699132465555e-05,0,0.0,009,1,Unknown,first,first trials/009_1.csv,3.6816156186073083
33912,212.776135,2.489582305430323,1.4648222863686386,6.037590474985757e-05,-6.197699132465555e-05,0,0.0,009,1,Unknown,first,first trials/009_1.csv,2.975638608209851
40800,259.322406,2.0433654983289355,1.1314715935065496,5.2616458893795866e-05,1.2704209377135483e-05,0,0.0,009,0,Unknown,first,first trials/009_0.csv,4.319300595308595
40800,259.322406,2.0433654983289355,1.1314715935065496,5.2616458893795866e-05,1.2704209377135483e-05,0,0.0,009,0,Unknown,first,first trials/009_0.csv,4.480875590174713
40800,256.08519,1.7329991783156562,1.098797043252852,6.760705989682489e-06,-1.1721142544451308e-05,539,0.01321078431372549,036,2,Unknown,first,first trials/036_2.csv,4.9157629573340245
40800,256.08519,1.7329991783156562,1.098797043252852,6.760705989682489e-06,-1.1721142544451308e-05,539,0.01321078431372549,036,2,Unknown,first,first trials/036_2.csv,5.164710091987869
33920,213.430054,2.8659807407222115,2.054597724373142,3.328473292062297e-05,-4.5590182870620945e-05,358,0.010554245283018867,057,3,Unknown,first,first trials/057_3.csv,4.7572442808328725
40800,256.052874,1.5873163411810562,0.9628383173280165,5.561808907230927e-05,9.080455056190652e-06,0,0.0,071,0,Unknown,first,first trials/071_0.csv,4.247728266277249
40800,256.052874,1.5873163411810562,0.9628383173280165,5.561808907230927e-05,9.080455056190652e-06,0,0.0,071,0,Unknown,first,first trials/071_0.csv,3.6794230548605547
33920,212.91239,2.4891185526039634,1.4349829559937863,5.794857556909458e-05,2.077122320680153e-05,355,0.010465801886792452,057,1,Unknown,first,first trials/057_1.csv,5.553177992469927
33920,212.91239,2.4891185526039634,1.4349829559937863,5.794857556909458e-05,2.077122320680153e-05,355,0.010465801886792452,057,1,Unknown,first,first trials/057_1.csv,5.303428515999315
2,48.035683,7.697001696167111,7.697001696167111,7.697001696167111,7.697001696167111,0,0.0,071,2,Unknown,first,first trials/071_2.csv,1.0
2,48.035683,7.697001696167111,7.697001696167111,7.697001696167111,7.697001696167111,0,0.0,071,2,Unknown,first,first trials/071_2.csv,4.511683276290814
40800,255.782511,1.5997492359345216,1.1070228821393582,3.7350439936643606e-05,-1.96105400956865e-06,0,0.0,034,2,Unknown,first,first trials/034_2.csv,4.435315415310533
40796,261.972179,1.6569270352094265,1.1002742955189688,0.0002012662942029586,4.141967257250102e-05,532,0.013040494166094716,036,0,Unknown,first,first trials/036_0.csv,2.956439459011152
40796,261.972179,1.6569270352094265,1.1002742955189688,0.0002012662942029586,4.141967257250102e-05,532,0.013040494166094716,036,0,Unknown,first,first trials/036_0.csv,5.116004755194266
40800,256.200517,1.9552032358503746,1.1887291649368097,3.505120605421757e-05,2.2022931300556906e-05,0,0.0,009,2,Unknown,first,first trials/009_2.csv,4.5629585067656215
40800,256.200517,1.9552032358503746,1.1887291649368097,3.505120605421757e-05,2.2022931300556906e-05,0,0.0,009,2,Unknown,first,first trials/009_2.csv,4.302137066911282
24342,213.151702,2.1713214061075368,1.4443881453513687,8.745531250511031e-05,7.485027002349509e-05,0,0.0,009,3,Unknown,first,first trials/009_3.csv,5.078831597370166
24342,213.151702,2.1713214061075368,1.4443881453513687,8.745531250511031e-05,7.485027002349509e-05,0,0.0,009,3,Unknown,first,first trials/009_3.csv,4.453926605187293
33920,212.987324,1.751133199981235,1.098890145172715,7.878489172269701e-05,-2.812793280191548e-05,471,0.01388561320754717,036,1,Unknown,first,first trials/036_1.csv,5.270091135141337
33920,212.987324,1.751133199981235,1.098890145172715,7.878489172269701e-05,-2.812793280191548e-05,471,0.01388561320754717,036,1,Unknown,first,first trials/036_1.csv,5.291772681487136
33920,214.801615,2.019151140181118,1.1743349078561094,5.6860326250063716e-05,-1.1064657302390495e-05,0,0.0,071,3,Unknown,first,first trials/071_3.csv,4.8597177386196
33920,214.801615,2.019151140181118,1.1743349078561094,5.6860326250063716e-05,-1.1064657302390495e-05,0,0.0,071,3,Unknown,first,first trials/071_3.csv,5.198118618228115
40800,256.3048,2.0810658141762786,1.1948119818855834,0.00010140338735306324,3.41129668393497e-05,389,0.009534313725490197,057,0,Unknown,first,first trials/057_0.csv,4.84726027737314
40800,256.3048,2.0810658141762786,1.1948119818855834,0.00010140338735306324,3.41129668393497e-05,389,0.009534313725490197,057,0,Unknown,first,first trials/057_0.csv,4.272853732343122
33920,212.912772,1.7437967053321863,0.9939224561550284,7.592345878969251e-05,-9.191185928354324e-06,32,0.0009433962264150943,050,1,Unknown,first,first trials/050_1.csv,5.172341720910066
33920,212.513356,1.9538042575552725,1.4234243431441715,2.2650613545318116e-05,-9.532807740070627e-06,553,0.01630306603773585,015,1,Unknown,first,first trials/015_1.csv,5.459832953332466
40800,255.676391,2.2179799998466754,1.3672335959534905,6.946872581074464e-05,3.116087324048391e-05,813,0.019926470588235295,033,2,Unknown,first,first trials/033_2.csv,4.748273422400519
33920,212.030933,1.7003898455666009,1.3566301460429242,4.842591977555361e-05,2.90482294173623e-05,1080,0.031839622641509434,017,3,Unknown,first,first trials/017_3.csv,5.222804144685466
33920,213.06181,1.7966779185896753,1.3538720400156399,6.5691090343644705e-06,3.78291710099796e-06,427,0.012588443396226416,052,3,Unknown,first,first trials/052_3.csv,4.842069766681055
40800,255.985995,1.937744258539918,1.2451777846371768,4.612728609277389e-05,-1.837852150664676e-05,451,0.01105392156862745,031,0,Unknown,first,first trials/031_0.csv,4.2507117859856915
40800,256.331403,1.6173167474649617,0.9756137412276656,5.1282582403865906e-05,1.673201557181317e-05,668,0.016372549019607843,049,0,Unknown,first,first trials/049_0.csv,4.5856254285662565
40800,256.331403,1.6173167474649617,0.9756137412276656,5.1282582403865906e-05,1.673201557181317e-05,668,0.016372549019607843,049,0,Unknown,first,first trials/049_0.csv,4.745396613254503
33920,212.52759,1.7785396205081923,1.1141680701643517,7.255797616470906e-05,4.333399330083109e-06,664,0.019575471698113207,028,1,Unknown,first,first trials/028_1.csv,4.8507646634835915
40800,255.862139,1.7072311998694432,1.0746161103171785,6.8193112555766e-05,2.362168569457739e-05,767,0.018799019607843137,028,0,Unknown,first,first trials/028_0.csv,4.22900310444059
33920,212.905704,1.7735448840514532,1.1274022093511193,6.346243097487144e-05,-2.084597965438815e-05,589,0.01736438679245283,049,1,Unknown,first,first trials/049_1.csv,5.04985416258347
33920,212.905704,1.7735448840514532,1.1274022093511193,6.346243097487144e-05,-2.084597965438815e-05,589,0.01736438679245283,049,1,Unknown,first,first trials/049_1.csv,5.151036323238122
33920,212.356687,2.1324752360107637,1.4848756873894176,1.379006204653784e-05,-3.80912458024072e-05,356,0.010495283018867924,031,1,Unknown,first,first trials/031_1.csv,3.385346015140732
40800,255.023743,1.5925404711245343,1.246831285600272,6.0531089596188006e-05,2.5410569907311416e-05,1205,0.029534313725490195,017,2,Unknown,first,first trials/017_2.csv,4.210763097694793
40800,255.305813,1.6852529619117975,1.215386236564669,5.206393537577451e-05,-1.5826772062230334e-05,488,0.01196078431372549,052,2,Unknown,first,first trials/052_2.csv,4.376611572907838
33920,213.389349,2.103784691813991,1.3341304298938874,0.00012009816814123999,5.2356886122975755e-05,655,0.019310141509433963,033,3,Unknown,first,first trials/033_3.csv,4.420654560949379
40800,256.449088,1.66170181651492,0.9395124822227412,3.093420086686527e-05,3.0934200866867036e-05,46,0.0011274509803921569,050,0,Unknown,first,first trials/050_0.csv,4.86928182456559
40800,260.692336,1.8448301480340124,1.3342356772996355,5.980544410294432e-05,5.980544410294431e-05,710,0.017401960784313726,015,0,Unknown,first,first trials/015_0.csv,3.6219823892900243
33920,212.43942,1.8883898597528606,1.1702996691938878,8.255460151220792e-06,-0.0001230544455117662,656,0.019339622641509433,033,1,Unknown,first,first trials/033_1.csv,4.98509958915881
40800,255.41984,1.8380394055858782,1.1429870372042596,5.351402935605608e-05,4.551572410006528e-05,666,0.016323529411764705,015,2,Unknown,first,first trials/015_2.csv,4.491251580677713
40800,256.21791,1.7141734087386349,0.9581861384575928,4.277283699833662e-05,-4.517469892805291e-07,51,0.00125,050,2,Unknown,first,first trials/050_2.csv,4.785806697589503
33920,212.846596,2.179903977964036,1.3441469436955211,0.00010942920502376264,5.679384988031576e-05,353,0.010406839622641509,031,3,Unknown,first,first trials/031_3.csv,4.322732911086397
40800,256.821624,1.5239499115066686,0.9146385063156856,2.2743026156612648e-05,1.1848923612789496e-05,444,0.01088235294117647,052,0,Unknown,first,first trials/052_0.csv,4.154536313731271
40800,255.442122,1.512770779737146,1.0240681540309144,1.719099973128734e-05,-2.0417443277445564e-05,1183,0.028995098039215687,017,0,Unknown,first,first trials/017_0.csv,4.52690758552868
25443,159.455199,1.812166687628083,1.0662140804420548,4.3036071023314426e-05,2.4792565978978103e-05,425,0.01670400503085328,049,3,Unknown,first,first trials/049_3.csv,4.658899175863764
25443,159.455199,1.812166687628083,1.0662140804420548,4.3036071023314426e-05,2.4792565978978103e-05,425,0.01670400503085328,049,3,Unknown,first,first trials/049_3.csv,5.100948756238017
40465,253.881314,2.1445714460166463,1.7024997540965203,2.782071115986114e-05,5.906575308071302e-06,831,0.020536265908810084,028,2,Unknown,first,first trials/028_2.csv,3.396155505423444
33900,212.928114,1.9131503847209628,1.4271758559747945,5.927187610010484e-05,-1.3540353767894547e-05,660,0.019469026548672566,028,3,Unknown,first,first trials/028_3.csv,4.714558841275411
40800,255.238953,1.7212011979636719,1.019653707050548,4.665703720077084e-05,1.5031510411416114e-05,702,0.017205882352941175,049,2,Unknown,first,first trials/049_2.csv,5.077137840571762
40800,255.238953,1.7212011979636719,1.019653707050548,4.665703720077084e-05,1.5031510411416114e-05,702,0.017205882352941175,049,2,Unknown,first,first trials/049_2.csv,4.90412882369159
33920,212.358743,1.766730684401163,1.0684007145454126,5.9021200248096936e-05,-3.039797662045144e-05,417,0.012293632075471699,052,1,Unknown,first,first trials/052_1.csv,5.390246969985226
33920,212.241871,1.5463570046499913,1.0418718928668396,5.770373435996713e-05,2.1308107109098043e-05,941,0.027741745283018867,017,1,Unknown,first,first trials/017_1.csv,5.066095921748017
40800,255.798715,2.2270734626071755,1.6312095911285371,8.97073322807227e-05,2.560337362615434e-05,471,0.011544117647058823,031,2,Unknown,first,first trials/031_2.csv,4.212594832865635
33920,212.865361,1.8443633664930044,1.2476927605457404,7.669138174497694e-05,2.913358547622691e-05,551,0.016244103773584907,015,3,Unknown,first,first trials/015_3.csv,5.046671700302382
33920,213.088148,1.7391766482041489,0.9896319412494288,0.00011308113314790192,3.368908454511187e-05,36,0.0010613207547169811,050,3,Unknown,first,first trials/050_3.csv,5.242708409309024
40800,255.97234,1.786476087886165,1.0853878326925337,7.818631161556943e-05,-1.0022535840139415e-05,823,0.02017156862745098,033,0,Unknown,first,first trials/033_0.csv,4.750087099363439
40800,255.863868,1.9235160044567052,1.3006437432661426,3.579661687574565e-05,-8.561745052346585e-06,1968,0.04823529411764706,008,2,Unknown,first,first trials/008_2.csv,4.872895351275796
33920,213.430273,2.0099016920062196,1.285807313713425,1.0186403353568877e-05,-0.00011602394821957875,210,0.006191037735849057,069,3,Unknown,first,first trials/069_3.csv,4.499305179136701
33920,212.541229,2.3555863809037,1.5061786812943612,7.180339345518714e-05,1.5164207489335965e-05,169,0.004982311320754717,011,3,Unknown,first,first trials/011_3.csv,4.897687640395503
33920,212.541229,2.3555863809037,1.5061786812943612,7.180339345518714e-05,1.5164207489335965e-05,169,0.004982311320754717,011,3,Unknown,first,first trials/011_3.csv,4.9715904197073035
33920,213.104901,1.8928095421457174,1.1882728150402715,5.498498431338448e-05,-2.1756910320084673e-05,222,0.006544811320754717,054,3,Unknown,first,first trials/054_3.csv,5.072494549018345
33920,213.104901,1.8928095421457174,1.1882728150402715,5.498498431338448e-05,-2.1756910320084673e-05,222,0.006544811320754717,054,3,Unknown,first,first trials/054_3.csv,4.850484523489952
40800,255.531122,1.9361064068757925,2.0928647302282317,6.455478955045432e-06,-3.475164497038836e-05,3241,0.07943627450980392,037,0,Unknown,first,first trials/037_0.csv,4.838393234514645
33920,212.590662,1.8645313784258335,1.3437901244894581,5.299863430520735e-05,1.876828313162142e-05,4697,0.13847287735849056,056,1,Unknown,first,first trials/056_1.csv,4.685173716375377
33920,212.317646,1.7183994615257951,1.2301926003805816,9.822971928032404e-06,-1.8431796950434265e-05,2693,0.07939268867924529,013,1,Unknown,first,first trials/013_1.csv,3.944263803194487
40800,255.772672,2.3139452894780392,1.5359722185287903,1.5238355239953129e-18,-9.428514625036765e-05,838,0.02053921568627451,070,2,Unknown,first,first trials/070_2.csv,4.191633520079813
33920,212.64842,2.431571936919119,1.8723472108639971,5.02112115865451e-05,-3.986529622766445e-05,740,0.021816037735849055,070,3,Unknown,first,first trials/070_3.csv,4.880979602903083
40800,256.320415,1.7605379699947465,1.2658381592629329,7.2473338904576485e-06,-3.630539500199644e-05,5646,0.13838235294117648,056,0,Unknown,first,first trials/056_0.csv,4.86139604437834
40800,256.320415,1.7605379699947465,1.2658381592629329,7.2473338904576485e-06,-3.630539500199644e-05,5646,0.13838235294117648,056,0,Unknown,first,first trials/056_0.csv,4.947378465668846
1522,9.470802,1.898126926272015,2.2885109741576692,0.0010315866289963098,4.469304737831912e-05,136,0.08935611038107753,013,0,Unknown,first,first trials/013_0.csv,3.9282523595442638
33920,212.509641,1.8281489099299326,1.5627099748890048,6.817797825483569e-05,3.003828116704528e-06,2571,0.07579599056603774,037,1,Unknown,first,first trials/037_1.csv,4.908901021281875
40800,255.527338,2.440915862138998,1.4884778483782786,3.132116489746411e-05,-3.109957892294378e-05,216,0.005294117647058823,011,2,Unknown,first,first trials/011_2.csv,4.692501063858182
40800,255.527338,2.440915862138998,1.4884778483782786,3.132116489746411e-05,-3.109957892294378e-05,216,0.005294117647058823,011,2,Unknown,first,first trials/011_2.csv,3.1129126386648642
40800,255.569679,1.705964270597283,1.0135961769190784,6.5913733361058875e-06,-2.4742491960448038e-05,252,0.006176470588235294,054,2,Unknown,first,first trials/054_2.csv,4.9884792173079715
40800,255.569679,1.705964270597283,1.0135961769190784,6.5913733361058875e-06,-2.4742491960448038e-05,252,0.006176470588235294,054,2,Unknown,first,first trials/054_2.csv,4.480693720365042
40800,256.018076,1.8893352363788631,1.1381038145845346,4.183158491160358e-05,3.5883379776315154e-05,257,0.006299019607843137,069,2,Unknown,first,first trials/069_2.csv,4.122595681134549
33920,213.470461,1.9093410193769682,1.2998372696207905,0.0001404073083736399,6.861653257977306e-05,1612,0.04752358490566038,008,3,Unknown,first,first trials/008_3.csv,4.751643590807784
33920,212.813948,1.7036165247740105,1.1806362163243251,5.681051221864039e-05,4.386221811381736e-05,1577,0.046491745283018866,008,1,Unknown,first,first trials/008_1.csv,4.5501157035801665
40800,256.025939,1.9823746500130077,1.1222498280946653,4.908135303109966e-05,2.1541901409836457e-06,220,0.005392156862745098,069,0,Unknown,first,first trials/069_0.csv,4.442056969801289
33920,212.619043,2.0696462282708414,1.5355175843858833,9.972716899934134e-05,-2.909797298931444e-05,2847,0.08393278301886792,037,3,Unknown,first,first trials/037_3.csv,4.325791455629045
40800,256.031094,1.484662437578921,0.902150450708583,1.4995476535489533e-05,-2.3014606499084143e-05,249,0.006102941176470588,054,0,Unknown,first,first trials/054_0.csv,4.545307109224604
40800,256.031094,1.484662437578921,0.902150450708583,1.4995476535489533e-05,-2.3014606499084143e-05,249,0.006102941176470588,054,0,Unknown,first,first trials/054_0.csv,4.325817380838299
40800,255.735765,1.9986302430946044,1.1253148044271981,3.338036580349301e-05,-1.1517746723603409e-05,178,0.004362745098039216,011,0,Unknown,first,first trials/011_0.csv,5.1437536948222595
33920,212.402842,2.051092211288805,1.2415953985486763,1.442870339689363e-05,-2.5332122678867696e-05,666,0.01963443396226415,070,1,Unknown,first,first trials/070_1.csv,4.420497728691942
40800,255.635762,2.27694113660945,2.4660611393212037,3.9381623830496207e-05,1.2155015712474194e-05,3635,0.08909313725490196,013,2,Unknown,first,first trials/013_2.csv,3.869209723066523
40800,256.135248,2.1567799821131444,1.616147019834263,2.5570752847167254e-05,-8.265156320186048e-05,6218,0.15240196078431373,056,2,Unknown,first,first trials/056_2.csv,4.485421853524927
40800,256.135248,2.1567799821131444,1.616147019834263,2.5570752847167254e-05,-8.265156320186048e-05,6218,0.15240196078431373,056,2,Unknown,first,first trials/056_2.csv,5.445579257603497
33920,212.64785,2.3029958282411203,2.4237273965451718,2.400465740628636e-05,-6.3819072632632295e-06,3034,0.08944575471698113,013,3,Unknown,first,first trials/013_3.csv,4.085312651082572
33920,213.07298,2.0618445113761066,1.5493956827591184,-2.5922660244785493e-18,-4.737066429973129e-05,4874,0.14369103773584907,056,3,Unknown,first,first trials/056_3.csv,4.022353639010183
33920,213.07298,2.0618445113761066,1.5493956827591184,-2.5922660244785493e-18,-4.737066429973129e-05,4874,0.14369103773584907,056,3,Unknown,first,first trials/056_3.csv,5.116133514227189
30152,188.769801,2.112153930767324,1.272464083006041,3.4346259676470945e-05,-2.8992537503264055e-06,609,0.020197665163173256,070,0,Unknown,first,first trials/070_0.csv,4.08345837575732
33920,212.652045,1.6045252148247096,1.0095581995403062,6.7331522489569174e-06,-1.3396011139046864e-05,199,0.005866745283018868,054,1,Unknown,first,first trials/054_1.csv,4.738557469777922
33920,212.652045,1.6045252148247096,1.0095581995403062,6.7331522489569174e-06,-1.3396011139046864e-05,199,0.005866745283018868,054,1,Unknown,first,first trials/054_1.csv,5.2220978343581494
